Charging Point Number,Transaction Start,Charge Start,Charge End,Transaction End,Start Wh,End Wh,Total Wh,Connect Time
6115,01/05/2021 15:15:41,01/05/2021 15:15:45,01/05/2021 19:18:56,01/05/2021 19:19:14,475676,489601,13925,243
6119,02/05/2021 11:51:05,02/05/2021 11:51:06,02/05/2021 16:08:03,02/05/2021 16:08:07,925116,935493,10377,257
6189,02/05/2021 18:09:44,02/05/2021 18:09:45,02/05/2021 22:38:24,02/05/2021 22:38:34,276749253,276765183,15930,268
6116,02/05/2021 13:17:37,02/05/2021 13:17:39,02/05/2021 16:40:43,02/05/2021 19:31:42,635327,648151,12824,374
6118,02/05/2021 12:39:51,02/05/2021 12:39:54,02/05/2021 19:33:47,02/05/2021 19:39:28,2832202,2856440,24238,419
6136,03/05/2021 12:00:02,03/05/2021 12:00:08,03/05/2021 19:23:20,04/05/2021 06:34:02,1730214,1756342,26128,1114
6121,03/05/2021 16:02:10,03/05/2021 16:02:11,03/05/2021 18:31:15,03/05/2021 20:33:40,182711,189649,6938,271
6101,03/05/2021 15:26:06,03/05/2021 15:26:13,03/05/2021 17:03:24,03/05/2021 17:03:36,459602,464813,5211,97
6189,03/05/2021 13:10:19,03/05/2021 13:10:21,03/05/2021 16:59:24,03/05/2021 18:41:59,276765212,276775422,10210,331
6132,03/05/2021 16:13:51,03/05/2021 16:13:55,03/05/2021 19:40:26,03/05/2021 19:40:39,3500882,3512952,12070,206
6189,03/05/2021 19:22:14,03/05/2021 19:22:18,03/05/2021 20:12:08,03/05/2021 20:12:36,276775423,276778186,2763,50
6147,04/05/2021 07:40:28,04/05/2021 07:40:32,04/05/2021 10:06:45,04/05/2021 10:06:48,382104,389246,7142,146
6147,04/05/2021 07:40:28,04/05/2021 07:40:32,04/05/2021 10:06:45,04/05/2021 10:06:48,382104,389246,7142,146
6115,04/05/2021 17:36:17,04/05/2021 17:36:21,04/05/2021 20:56:04,04/05/2021 20:56:13,489788,501978,12190,199
6177,04/05/2021 18:48:16,04/05/2021 18:48:23,04/05/2021 21:30:40,04/05/2021 21:30:43,77214,87011,9797,162
6170,04/05/2021 19:48:30,04/05/2021 19:48:32,04/05/2021 23:05:50,04/05/2021 23:05:53,107822,119661,11839,197
6189,04/05/2021 15:33:05,04/05/2021 15:33:06,05/05/2021 04:52:36,05/05/2021 04:52:38,276778223,276805641,27418,799
6137,05/05/2021 10:11:22,05/05/2021 10:11:24,05/05/2021 12:23:32,05/05/2021 12:23:34,100948,108923,7975,132
6151,05/05/2021 13:34:28,05/05/2021 13:34:34,05/05/2021 19:17:59,05/05/2021 20:12:08,102631168,102650287,19119,397
6144,05/05/2021 14:12:24,05/05/2021 14:12:28,05/05/2021 14:40:35,05/05/2021 14:40:40,259824,261504,1680,28
6106,05/05/2021 16:01:25,05/05/2021 16:01:31,05/05/2021 17:31:08,05/05/2021 17:31:17,151187,156046,4859,89
6151,05/05/2021 13:34:28,05/05/2021 13:34:34,05/05/2021 19:17:59,05/05/2021 20:12:08,102631168,102650287,19119,397
6189,05/05/2021 15:38:27,05/05/2021 15:38:29,06/05/2021 05:04:22,06/05/2021 05:04:24,276805662,276834778,29116,805
6118,05/05/2021 21:16:47,05/05/2021 21:16:57,06/05/2021 06:54:54,06/05/2021 06:54:59,2856580,2866475,9895,578
6147,05/05/2021 20:23:27,05/05/2021 20:23:30,06/05/2021 00:03:29,06/05/2021 07:14:03,389342,397509,8167,650
6193,06/05/2021 08:26:06,06/05/2021 08:26:10,06/05/2021 10:16:50,06/05/2021 10:17:10,425618,432065,6447,111
6148,06/05/2021 09:40:17,06/05/2021 09:40:23,06/05/2021 10:52:00,06/05/2021 10:52:11,232434,236737,4303,71
6115,06/05/2021 09:15:55,06/05/2021 09:16:00,06/05/2021 12:56:57,06/05/2021 12:57:09,502079,515506,13427,221
6123,06/05/2021 11:13:17,06/05/2021 11:13:19,06/05/2021 14:12:56,06/05/2021 15:03:31,199110,210097,10987,230
6136,06/05/2021 06:56:18,06/05/2021 06:56:19,06/05/2021 13:07:32,06/05/2021 17:13:24,1756459,1780085,23626,617
6175,06/05/2021 17:09:51,06/05/2021 17:09:53,06/05/2021 17:49:01,06/05/2021 17:49:03,275214258,275216468,2210,39
6109,06/05/2021 15:58:06,06/05/2021 15:58:07,06/05/2021 19:03:57,06/05/2021 20:35:41,303523,310989,7466,277
6189,06/05/2021 16:20:17,06/05/2021 16:20:18,07/05/2021 05:06:33,07/05/2021 05:06:35,276834800,276861660,26860,766
6151,06/05/2021 18:28:42,06/05/2021 18:28:44,07/05/2021 06:42:32,07/05/2021 06:42:36,102650349,102693620,43271,733
6142,07/05/2021 17:37:50,07/05/2021 17:37:51,07/05/2021 18:37:06,07/05/2021 18:37:08,671152,674432,3280,59
6109,07/05/2021 16:42:38,07/05/2021 16:42:39,07/05/2021 19:11:48,07/05/2021 21:14:25,311042,317757,6715,271
6136,07/05/2021 11:38:05,07/05/2021 11:38:06,08/05/2021 07:02:40,08/05/2021 07:02:42,1780131,1814426,34295,1164
6188,08/05/2021 07:22:19,08/05/2021 07:22:20,08/05/2021 18:47:47,08/05/2021 18:47:49,274367672,274406470,38798,685
6189,07/05/2021 20:03:20,07/05/2021 20:03:21,08/05/2021 08:12:21,08/05/2021 08:12:23,276861690,276891279,29589,729
6136,08/05/2021 11:20:16,08/05/2021 11:20:21,08/05/2021 16:46:56,08/05/2021 16:47:35,1814437,1834831,20394,327
6123,08/05/2021 14:04:22,08/05/2021 14:04:23,08/05/2021 18:22:04,08/05/2021 18:31:55,210210,225876,15666,267
6101,08/05/2021 10:11:50,08/05/2021 10:11:53,08/05/2021 13:47:08,08/05/2021 15:52:07,465066,478189,13123,340
6138,08/05/2021 14:52:24,08/05/2021 14:52:31,08/05/2021 17:11:32,08/05/2021 17:11:40,321491,329012,7521,139
6136,08/05/2021 17:58:10,08/05/2021 17:58:15,08/05/2021 23:57:45,09/05/2021 09:45:35,1834834,1856549,21715,947
6189,08/05/2021 18:12:42,08/05/2021 18:12:43,08/05/2021 21:50:46,08/05/2021 21:50:54,276891299,276904222,12923,218
6101,08/05/2021 21:04:15,08/05/2021 21:04:18,09/05/2021 04:02:26,09/05/2021 04:02:30,478201,502490,24289,418
6138,09/05/2021 06:44:44,09/05/2021 06:44:52,09/05/2021 09:54:00,09/05/2021 09:55:44,329040,339290,10250,191
6138,09/05/2021 06:44:44,09/05/2021 06:44:52,09/05/2021 09:54:00,09/05/2021 09:55:44,329040,339290,10250,191
6161,09/05/2021 12:08:42,09/05/2021 12:08:47,09/05/2021 13:44:55,09/05/2021 13:45:04,305336183,305341808,5625,96
6138,09/05/2021 14:03:12,09/05/2021 14:03:14,09/05/2021 14:55:41,09/05/2021 15:10:17,339298,342526,3228,67
6121,09/05/2021 16:46:33,09/05/2021 16:46:34,09/05/2021 19:19:34,09/05/2021 20:14:20,190063,197117,7054,207
6192,09/05/2021 16:14:28,09/05/2021 16:14:29,09/05/2021 20:53:18,09/05/2021 20:53:20,27891,33199,5308,278
6189,09/05/2021 16:18:31,09/05/2021 16:18:33,10/05/2021 05:15:52,10/05/2021 05:15:54,276904257,276922457,18200,777
6132,10/05/2021 17:25:04,10/05/2021 17:25:05,10/05/2021 18:29:49,10/05/2021 18:29:59,3513282,3517036,3754,64
6130,10/05/2021 18:52:45,10/05/2021 18:52:50,10/05/2021 18:53:18,10/05/2021 18:54:25,148084,148101,17,1
6130,10/05/2021 18:54:51,10/05/2021 18:55:06,10/05/2021 19:45:16,10/05/2021 19:47:34,148101,151324,3223,52
6132,10/05/2021 18:31:13,10/05/2021 18:31:14,10/05/2021 19:24:35,10/05/2021 19:24:48,3517036,3520142,3106,53
6130,10/05/2021 19:48:02,10/05/2021 19:48:06,10/05/2021 20:15:33,10/05/2021 20:16:48,151324,152589,1265,28
6116,11/05/2021 09:22:23,11/05/2021 09:22:25,11/05/2021 12:46:13,11/05/2021 15:24:59,648566,661444,12878,362
6121,11/05/2021 18:22:02,11/05/2021 18:22:03,11/05/2021 21:10:15,11/05/2021 22:06:14,197251,204597,7346,224
6172,11/05/2021 16:49:48,11/05/2021 16:49:50,12/05/2021 03:03:43,12/05/2021 05:13:00,304652533,304685252,32719,743
6115,11/05/2021 17:29:39,11/05/2021 17:29:43,11/05/2021 22:55:08,12/05/2021 06:52:33,515834,533141,17307,802
6132,11/05/2021 17:03:31,11/05/2021 17:03:32,12/05/2021 01:51:44,12/05/2021 07:01:20,3520185,3550406,30221,837
6151,11/05/2021 19:33:43,11/05/2021 19:33:44,12/05/2021 07:42:37,12/05/2021 07:42:41,102693896,102736898,43002,728
6150,12/05/2021 09:48:17,12/05/2021 09:48:19,12/05/2021 10:57:48,12/05/2021 10:57:50,155691,159801,4110,69
6126,12/05/2021 17:07:48,12/05/2021 17:07:49,12/05/2021 18:02:32,12/05/2021 18:02:34,121259,124637,3378,54
6138,13/05/2021 00:28:02,13/05/2021 00:28:04,13/05/2021 08:05:30,13/05/2021 08:05:35,342718,369039,26321,457
6151,13/05/2021 16:23:34,13/05/2021 16:23:41,13/05/2021 20:06:47,13/05/2021 20:06:59,102736979,102749761,12782,223
6172,13/05/2021 14:10:02,13/05/2021 14:10:04,13/05/2021 20:25:13,13/05/2021 20:25:15,304685318,304706943,21625,375
6132,13/05/2021 22:26:14,13/05/2021 22:26:20,14/05/2021 06:53:15,14/05/2021 06:53:22,3550478,3579940,29462,507
6118,14/05/2021 06:36:26,14/05/2021 06:36:27,14/05/2021 10:40:38,14/05/2021 11:57:07,2866746,2880173,13427,320
6118,14/05/2021 06:36:26,14/05/2021 06:36:27,14/05/2021 10:40:38,14/05/2021 11:57:07,2866746,2880173,13427,320
6118,14/05/2021 06:36:26,14/05/2021 06:36:27,14/05/2021 10:40:38,14/05/2021 11:57:07,2866746,2880173,13427,320
6118,14/05/2021 06:36:26,14/05/2021 06:36:27,14/05/2021 10:40:38,14/05/2021 11:57:07,2866746,2880173,13427,320
6118,14/05/2021 12:26:47,14/05/2021 12:26:47,14/05/2021 12:26:47,14/05/2021 12:26:49,2880174,2880174,0,0
6112,14/05/2021 09:21:31,14/05/2021 09:21:36,14/05/2021 12:59:50,14/05/2021 13:00:07,263174,276612,13438,218
6123,14/05/2021 13:27:25,14/05/2021 13:27:27,14/05/2021 16:24:59,14/05/2021 16:25:03,226198,236978,10780,177
6123,14/05/2021 13:27:25,14/05/2021 13:27:27,14/05/2021 16:24:59,14/05/2021 16:25:03,226198,236978,10780,177
6123,14/05/2021 13:27:25,14/05/2021 13:27:27,14/05/2021 16:24:59,14/05/2021 16:25:03,226198,236978,10780,177
6123,14/05/2021 13:27:25,14/05/2021 13:27:27,14/05/2021 16:24:59,14/05/2021 16:25:03,226198,236978,10780,177
6155,14/05/2021 15:23:53,14/05/2021 15:23:54,14/05/2021 21:25:48,14/05/2021 21:25:50,106073,111761,5688,361
6184,14/05/2021 19:53:00,14/05/2021 19:53:01,15/05/2021 06:15:17,15/05/2021 06:15:19,921547,957523,35976,622
6101,14/05/2021 17:20:23,14/05/2021 17:20:26,15/05/2021 06:22:01,15/05/2021 06:22:05,502811,548037,45226,781
6112,14/05/2021 17:27:30,14/05/2021 17:27:34,14/05/2021 20:23:23,15/05/2021 08:13:15,276625,284815,8190,885
6151,14/05/2021 16:06:21,14/05/2021 16:06:22,15/05/2021 08:36:39,15/05/2021 08:36:44,102749832,102808083,58251,990
6132,14/05/2021 23:08:26,14/05/2021 23:08:27,15/05/2021 02:16:16,15/05/2021 09:33:25,3579973,3588211,8238,624
6168,15/05/2021 10:15:57,15/05/2021 10:16:00,15/05/2021 10:45:32,15/05/2021 10:45:35,273834258,273835965,1707,29
6136,15/05/2021 13:33:17,15/05/2021 13:33:21,15/05/2021 21:05:57,15/05/2021 21:45:24,1856889,1883942,27053,492
6189,10/05/2021 16:48:26,10/05/2021 16:48:28,10/05/2021 16:48:28,10/05/2021 16:48:28,276922480,276924611,2131,0
6186,15/05/2021 11:55:46,15/05/2021 11:55:47,15/05/2021 18:20:13,15/05/2021 18:20:32,273088516,273111864,23348,384
6172,15/05/2021 20:01:25,15/05/2021 20:01:26,15/05/2021 20:28:13,15/05/2021 20:28:33,304707064,304708714,1650,27
6132,15/05/2021 20:42:52,15/05/2021 20:42:53,16/05/2021 07:29:21,16/05/2021 12:28:34,3588234,3623806,35572,945
6119,15/05/2021 14:48:50,15/05/2021 14:48:52,16/05/2021 05:47:33,16/05/2021 07:42:52,936308,989356,53048,1014
6109,15/05/2021 17:39:06,15/05/2021 17:39:07,16/05/2021 00:41:49,16/05/2021 07:52:42,318255,326509,8254,853
6112,15/05/2021 17:52:04,15/05/2021 17:52:08,15/05/2021 23:21:30,16/05/2021 08:49:44,284842,302806,17964,897
6186,16/05/2021 13:23:18,16/05/2021 13:23:18,16/05/2021 13:23:18,16/05/2021 13:50:33,273111904,273111905,1,27
6186,16/05/2021 13:52:46,16/05/2021 13:52:47,16/05/2021 17:24:50,16/05/2021 17:25:09,273111905,273123909,12004,212
6116,16/05/2021 14:45:20,16/05/2021 14:45:22,16/05/2021 17:29:10,16/05/2021 19:23:44,661675,671965,10290,278
6189,16/05/2021 16:53:09,16/05/2021 16:53:11,17/05/2021 05:00:14,17/05/2021 05:00:16,276924661,276951867,27206,727
6130,17/05/2021 12:25:33,17/05/2021 12:25:37,17/05/2021 16:52:32,17/05/2021 16:52:32,153012,170075,17063,266
6116,17/05/2021 11:57:45,17/05/2021 11:57:48,17/05/2021 12:39:29,17/05/2021 12:39:35,671998,673593,1595,41
6121,17/05/2021 15:48:15,17/05/2021 15:48:16,17/05/2021 18:15:02,17/05/2021 19:50:33,204989,212174,7185,242
6138,17/05/2021 11:19:09,17/05/2021 11:19:15,17/05/2021 13:24:09,17/05/2021 16:17:03,369272,375785,6513,297
6106,17/05/2021 12:39:32,17/05/2021 12:39:40,17/05/2021 16:06:51,17/05/2021 17:06:20,156793,168157,11364,266
6109,17/05/2021 17:24:59,17/05/2021 17:25:00,17/05/2021 19:07:54,17/05/2021 19:08:01,326602,331307,4705,103
6189,17/05/2021 15:25:37,17/05/2021 15:25:39,18/05/2021 05:00:02,18/05/2021 05:00:04,276951888,276970401,18513,814
6138,17/05/2021 17:04:23,17/05/2021 17:04:25,18/05/2021 06:08:26,18/05/2021 06:08:35,375786,421255,45469,784
6118,17/05/2021 18:17:23,17/05/2021 18:17:33,18/05/2021 00:06:02,18/05/2021 07:21:16,2880271,2900670,20399,783
6118,17/05/2021 18:17:23,17/05/2021 18:17:33,18/05/2021 00:06:02,18/05/2021 07:21:16,2880271,2900670,20399,783
6118,17/05/2021 18:17:23,17/05/2021 18:17:33,18/05/2021 00:06:02,18/05/2021 07:21:16,2880271,2900670,20399,783
6118,17/05/2021 18:17:23,17/05/2021 18:17:33,18/05/2021 00:06:02,18/05/2021 07:21:16,2880271,2900670,20399,783
6130,18/05/2021 09:44:08,18/05/2021 09:44:12,18/05/2021 10:08:44,18/05/2021 10:08:48,170123,171517,1394,24
6137,18/05/2021 12:13:33,18/05/2021 12:14:28,18/05/2021 15:27:12,18/05/2021 15:32:47,109489,120685,11196,199
6133,17/05/2021 21:28:00,17/05/2021 21:28:01,18/05/2021 06:23:26,18/05/2021 12:45:57,533288,564385,31097,917
6118,18/05/2021 07:36:40,18/05/2021 07:36:44,18/05/2021 10:53:17,18/05/2021 12:57:05,2900671,2908996,8325,320
6193,18/05/2021 08:31:31,18/05/2021 08:31:35,18/05/2021 10:43:21,18/05/2021 13:55:57,432632,439725,7093,324
6106,18/05/2021 14:10:10,18/05/2021 14:10:17,18/05/2021 15:52:31,18/05/2021 15:52:34,168214,174101,5887,102
6103,18/05/2021 16:43:10,18/05/2021 16:43:11,18/05/2021 17:02:44,18/05/2021 17:02:47,170025,171113,1088,19
6121,18/05/2021 17:31:17,18/05/2021 17:31:18,18/05/2021 20:09:08,18/05/2021 20:14:40,212238,219619,7381,163
6189,18/05/2021 16:49:54,18/05/2021 16:49:56,18/05/2021 18:32:57,18/05/2021 18:32:59,276970425,276976234,5809,103
6155,18/05/2021 16:01:01,18/05/2021 16:01:02,18/05/2021 19:42:17,18/05/2021 19:42:19,111946,116123,4177,221
6132,18/05/2021 20:14:10,18/05/2021 20:14:11,18/05/2021 20:15:08,18/05/2021 20:15:15,3623917,3623968,51,1
6132,18/05/2021 20:15:48,18/05/2021 20:15:49,19/05/2021 04:00:34,19/05/2021 06:59:34,3623968,3648827,24859,643
6189,18/05/2021 19:04:17,18/05/2021 19:04:19,19/05/2021 04:53:31,19/05/2021 04:53:34,276976235,276991855,15620,589
6115,18/05/2021 16:41:19,18/05/2021 16:41:23,18/05/2021 22:21:18,19/05/2021 07:11:05,533531,551547,18016,869
6178,18/05/2021 10:06:49,18/05/2021 10:06:53,19/05/2021 00:04:18,19/05/2021 07:31:37,286581022,286604741,23719,1284
6168,18/05/2021 17:59:30,18/05/2021 17:59:32,19/05/2021 09:42:58,19/05/2021 09:43:01,273836132,273846384,10252,943
6123,19/05/2021 12:16:42,19/05/2021 12:16:43,19/05/2021 14:33:01,19/05/2021 14:33:13,237260,245559,8299,136
6178,19/05/2021 07:33:44,19/05/2021 07:33:50,19/05/2021 11:55:05,19/05/2021 15:05:20,286604741,286612093,7352,451
6142,19/05/2021 16:19:45,19/05/2021 16:19:46,19/05/2021 16:37:43,19/05/2021 16:37:52,675093,676126,1033,18
6189,19/05/2021 15:51:57,19/05/2021 15:51:59,19/05/2021 16:38:48,19/05/2021 16:38:50,276991876,276994467,2591,46
6148,19/05/2021 18:11:34,19/05/2021 18:11:35,19/05/2021 20:55:52,19/05/2021 21:23:03,237632,245100,7468,191
6132,19/05/2021 19:16:35,19/05/2021 19:16:41,20/05/2021 08:33:01,20/05/2021 08:49:32,3648852,3693967,45115,812
6189,19/05/2021 17:02:40,19/05/2021 17:02:42,20/05/2021 04:46:20,20/05/2021 04:46:22,276994468,277020175,25707,703
6136,19/05/2021 15:13:23,19/05/2021 15:13:25,20/05/2021 09:32:55,20/05/2021 09:32:57,1884158,1943684,59526,1099
6118,20/05/2021 07:36:50,20/05/2021 07:36:54,20/05/2021 10:26:25,20/05/2021 12:15:45,2909083,2915868,6785,278
6116,20/05/2021 14:03:14,20/05/2021 14:03:15,20/05/2021 15:56:47,20/05/2021 16:02:59,673741,680055,6314,119
6168,20/05/2021 18:20:18,20/05/2021 18:20:19,20/05/2021 20:32:00,20/05/2021 20:32:09,273846453,273854290,7837,131
6184,20/05/2021 18:51:31,20/05/2021 18:51:32,21/05/2021 04:52:11,21/05/2021 04:52:13,957801,992744,34943,600
6151,20/05/2021 17:08:59,20/05/2021 17:09:00,21/05/2021 06:43:44,21/05/2021 06:43:51,102808518,102856422,47904,814
6189,20/05/2021 14:39:56,20/05/2021 14:39:58,20/05/2021 22:21:47,21/05/2021 06:48:32,277020195,277043509,23314,968
6189,20/05/2021 14:39:56,20/05/2021 14:39:58,20/05/2021 22:21:47,21/05/2021 06:48:32,277020195,277043509,23314,968
6189,20/05/2021 14:39:56,20/05/2021 14:39:58,20/05/2021 22:21:47,21/05/2021 06:48:32,277020195,277043509,23314,968
6189,20/05/2021 14:39:56,20/05/2021 14:39:58,20/05/2021 22:21:47,21/05/2021 06:48:32,277020195,277043509,23314,968
6175,20/05/2021 16:05:22,20/05/2021 16:05:27,20/05/2021 22:39:19,21/05/2021 06:54:12,275217125,275236285,19160,888
6132,20/05/2021 19:43:47,20/05/2021 19:43:48,21/05/2021 05:07:39,21/05/2021 06:56:51,3693989,3724316,30327,673
6142,20/05/2021 19:57:41,20/05/2021 19:57:42,21/05/2021 01:37:00,21/05/2021 07:21:32,676195,692177,15982,683
6136,21/05/2021 13:51:11,21/05/2021 13:51:15,21/05/2021 16:47:12,21/05/2021 16:48:20,1943749,1954791,11042,177
6109,21/05/2021 14:22:53,21/05/2021 14:22:55,21/05/2021 15:35:49,21/05/2021 15:35:57,331557,335432,3875,73
6136,21/05/2021 16:48:37,21/05/2021 16:48:42,21/05/2021 17:14:29,21/05/2021 17:14:52,1954791,1956384,1593,26
6136,21/05/2021 17:18:18,21/05/2021 17:18:21,21/05/2021 17:59:50,21/05/2021 18:00:33,1956384,1958948,2564,42
6109,21/05/2021 17:31:37,21/05/2021 17:31:38,21/05/2021 20:33:32,21/05/2021 20:40:28,335437,343869,8432,188
6133,21/05/2021 21:01:50,21/05/2021 21:01:52,21/05/2021 21:53:43,21/05/2021 21:53:46,564580,567741,3161,51
6189,13/04/2021 15:30:34,13/04/2021 15:30:36,14/04/2021 05:42:14,14/04/2021 05:42:16,276376802,276408064,31262,851
6118,21/05/2021 16:37:42,21/05/2021 16:37:59,22/05/2021 00:06:02,22/05/2021 05:57:35,2915899,2942085,26186,799
6177,21/05/2021 19:29:46,21/05/2021 19:29:51,22/05/2021 04:27:31,22/05/2021 07:46:02,87824,118644,30820,736
6123,22/05/2021 10:02:35,22/05/2021 10:02:36,22/05/2021 14:06:57,22/05/2021 14:35:06,245712,260515,14803,272
6151,22/05/2021 07:04:43,22/05/2021 07:04:49,22/05/2021 15:09:24,22/05/2021 15:09:24,102856510,102882507,25997,484
6150,22/05/2021 14:29:58,22/05/2021 14:30:03,22/05/2021 15:33:39,22/05/2021 15:33:47,160301,163873,3572,63
6178,22/05/2021 07:24:26,22/05/2021 07:26:20,22/05/2021 16:31:13,22/05/2021 16:35:13,286612221,286641637,29416,550
6168,22/05/2021 09:04:11,22/05/2021 09:04:14,22/05/2021 17:01:14,22/05/2021 17:01:22,273854364,273882002,27638,477
6118,22/05/2021 14:42:20,22/05/2021 14:42:36,22/05/2021 18:11:53,22/05/2021 19:31:06,2942097,2953801,11704,288
6136,22/05/2021 08:38:44,22/05/2021 08:38:45,22/05/2021 21:04:48,22/05/2021 21:11:29,1958982,2006809,47827,752
6132,21/05/2021 22:47:22,21/05/2021 22:47:23,22/05/2021 05:53:59,22/05/2021 21:44:37,3724348,3746987,22639,1377
6184,22/05/2021 17:00:08,22/05/2021 17:00:15,23/05/2021 06:52:02,23/05/2021 06:52:06,992819,1018529,25710,831
6184,22/05/2021 17:00:08,22/05/2021 17:00:15,23/05/2021 06:52:02,23/05/2021 06:52:06,992819,1018529,25710,831
6184,22/05/2021 17:00:08,22/05/2021 17:00:15,23/05/2021 06:52:02,23/05/2021 06:52:06,992819,1018529,25710,831
6184,22/05/2021 17:00:08,22/05/2021 17:00:15,23/05/2021 06:52:02,23/05/2021 06:52:06,992819,1018529,25710,831
6188,22/05/2021 08:47:32,22/05/2021 08:47:33,22/05/2021 23:24:07,23/05/2021 07:47:09,274407205,274455895,48690,1379
6101,23/05/2021 09:03:05,23/05/2021 09:03:11,23/05/2021 10:51:25,23/05/2021 10:51:28,548517,554720,6203,108
6116,23/05/2021 11:06:49,23/05/2021 11:06:51,23/05/2021 13:45:11,23/05/2021 13:53:59,680190,690215,10025,167
6144,23/05/2021 11:38:39,23/05/2021 11:38:43,23/05/2021 16:23:32,23/05/2021 16:23:36,262794,279494,16700,284
6132,23/05/2021 17:20:26,23/05/2021 17:20:27,23/05/2021 18:51:53,23/05/2021 18:51:58,3747027,3752051,5024,91
6136,23/05/2021 12:54:39,23/05/2021 12:54:44,23/05/2021 19:16:13,23/05/2021 19:16:19,2006848,2030638,23790,381
6169,23/05/2021 15:46:18,23/05/2021 15:46:20,23/05/2021 18:34:22,23/05/2021 19:37:58,273345026,273351331,6305,231
6148,23/05/2021 17:45:18,23/05/2021 17:45:19,23/05/2021 20:13:56,23/05/2021 21:18:17,245358,252105,6747,212
6189,23/05/2021 17:39:47,23/05/2021 17:39:49,24/05/2021 05:05:31,24/05/2021 05:05:33,277060464,277086787,26323,685
6177,23/05/2021 14:28:26,23/05/2021 14:28:30,23/05/2021 23:19:39,24/05/2021 08:53:15,118707,149748,31041,1104
6138,24/05/2021 08:10:25,24/05/2021 08:10:27,24/05/2021 08:13:05,24/05/2021 10:40:15,421578,421634,56,149
6151,24/05/2021 13:07:18,24/05/2021 13:07:19,24/05/2021 15:06:10,24/05/2021 15:06:23,102882673,102889692,7019,119
6169,24/05/2021 17:21:16,24/05/2021 17:21:41,24/05/2021 20:27:17,24/05/2021 20:27:30,273351379,273362577,11198,186
6155,24/05/2021 16:31:27,24/05/2021 16:31:28,24/05/2021 20:58:10,24/05/2021 20:58:12,116414,121434,5020,266
6189,15/04/2021 15:33:02,15/04/2021 15:33:04,16/04/2021 06:49:36,16/04/2021 06:49:38,276436131,276467618,31487,916
6132,24/05/2021 20:44:05,24/05/2021 20:44:06,25/05/2021 04:31:52,25/05/2021 06:57:55,3752103,3776876,24773,613
6136,24/05/2021 16:58:42,24/05/2021 16:58:48,25/05/2021 00:15:26,25/05/2021 07:08:10,2030695,2057413,26718,849
6147,25/05/2021 07:42:22,25/05/2021 07:42:27,25/05/2021 11:02:15,25/05/2021 11:05:52,398732,407122,8390,203
6147,25/05/2021 07:42:22,25/05/2021 07:42:27,25/05/2021 11:02:15,25/05/2021 11:05:52,398732,407122,8390,203
6147,25/05/2021 07:42:22,25/05/2021 07:42:27,25/05/2021 11:02:15,25/05/2021 11:05:52,398732,407122,8390,203
6147,25/05/2021 07:42:22,25/05/2021 07:42:27,25/05/2021 11:02:15,25/05/2021 11:05:52,398732,407122,8390,203
6138,25/05/2021 06:47:12,25/05/2021 06:47:19,25/05/2021 10:30:56,25/05/2021 11:22:56,421680,433814,12134,275
6148,25/05/2021 17:46:52,25/05/2021 17:46:53,25/05/2021 20:34:13,25/05/2021 20:43:22,252232,259541,7309,176
6189,25/05/2021 16:03:48,25/05/2021 16:03:50,26/05/2021 04:52:13,26/05/2021 04:52:15,277112065,277134439,22374,768
6132,25/05/2021 18:26:50,25/05/2021 18:26:51,26/05/2021 02:29:00,26/05/2021 07:05:11,3776898,3802576,25678,758
6151,25/05/2021 19:39:54,25/05/2021 19:39:55,26/05/2021 07:48:01,26/05/2021 07:48:04,102889795,102932708,42913,728
6168,25/05/2021 18:13:51,25/05/2021 18:13:52,26/05/2021 08:38:31,26/05/2021 08:38:51,273882162,273892535,10373,865
6138,26/05/2021 08:28:58,26/05/2021 08:29:06,26/05/2021 10:32:45,26/05/2021 13:23:13,433858,440254,6396,294
6189,26/05/2021 15:03:46,26/05/2021 15:03:47,26/05/2021 15:04:06,26/05/2021 15:04:08,277134460,277134473,13,0
6123,26/05/2021 09:40:07,26/05/2021 09:40:08,26/05/2021 13:09:21,26/05/2021 15:47:12,260737,273399,12662,367
6109,26/05/2021 15:18:34,26/05/2021 15:18:35,26/05/2021 17:34:14,26/05/2021 17:34:18,344182,352174,7992,135
6109,26/05/2021 18:03:51,26/05/2021 18:03:52,26/05/2021 18:46:22,26/05/2021 18:46:39,352175,353921,1746,42
6148,26/05/2021 17:53:57,26/05/2021 17:54:29,26/05/2021 20:40:25,26/05/2021 21:14:30,259601,266869,7268,200
6155,26/05/2021 16:07:29,26/05/2021 16:07:31,26/05/2021 21:17:35,26/05/2021 21:17:37,121524,127401,5877,310
6189,26/05/2021 15:04:32,26/05/2021 15:04:34,27/05/2021 04:54:59,27/05/2021 04:55:01,277134473,277161475,27002,830
6138,26/05/2021 19:36:14,26/05/2021 19:36:16,27/05/2021 05:56:46,27/05/2021 05:56:51,440267,476283,36016,620
6151,26/05/2021 19:56:44,26/05/2021 19:56:45,27/05/2021 06:41:52,27/05/2021 06:42:43,102932739,102966310,33571,645
6132,26/05/2021 22:18:59,26/05/2021 22:19:01,27/05/2021 05:10:53,27/05/2021 07:05:28,3802607,3824508,21901,526
6115,26/05/2021 16:38:23,26/05/2021 16:38:27,26/05/2021 21:56:48,27/05/2021 07:41:35,552004,568927,16923,903
6143,27/05/2021 07:22:22,27/05/2021 07:22:25,27/05/2021 08:53:31,27/05/2021 08:53:36,1493152,1497419,4267,91
